Name	CommonName	TaxID	Count	Rank	Group	Phylum	Class	Order	Family	Genus
Gobiomorphus huttoni	Redfin bully	587584	10867	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias vulgaris	Canterbury galaxias	66449	60	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias	Galaxiids	51242	1306	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Salmo trutta	Brown trout	8032	304	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Anguilla australis	Shortfin eel	7940	854	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias	Galaxiids	51242	437	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	782	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Carassius auratus	Goldfish	7957	27	species	Fish	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius
Gobiomorphus cotidianus/basalis/dinae	Common/Cran/Dinahs bully	10000038	33	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus gobioides	Giant bully	587583	327	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Notolabrus celidotus	Spotty	1203425	1023	species	Fish	Chordata	Actinopteri	Labriformes	Labridae	Notolabrus
Anguilla dieffenbachii	Longfin eel	61127	762	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias divergens	Dwarf galaxias	173241	309	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Cheimarrichthys fosteri	Torrentfish	206139	134	species	Fish	Chordata	Actinopteri	Uranoscopiformes	Cheimarrichthyidae	Cheimarrichthys
Anguilla dieffenbachii	Longfin eel	61127	57	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Aldrichetta forsteri	Yelloweye mullet	443748	1960	species	Fish	Chordata	Actinopteri	Mugiliformes	Mugilidae	Aldrichetta
Gobiomorphus cotidianus	Common bully	226931	3084	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus	Bullies	86236	8109	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias	Galaxiids	51242	9	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	133	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Retropinna retropinna	Common smelt	170203	155	species	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Gobiomorphus cotidianus	Common bully	226931	147	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus	Bullies	86236	57	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus breviceps	Upland bully	300741	1719	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus	Bullies	86236	400	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Cheimarrichthys fosteri	Torrentfish	206139	119	species	Fish	Chordata	Actinopteri	Uranoscopiformes	Cheimarrichthyidae	Cheimarrichthys
Retropinna retropinna	Common smelt	170203	2716	species	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Gobiomorphus huttoni	Redfin bully	587584	4121	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias brevipinnis	Koaro	66447	32	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus gobioides	Giant bully	587583	48	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gambusia affinis	Mosquitofish	33528	186	species	Fish	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Gambusia
Anguilla australis	Shortfin eel	7940	2954	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus huttoni	Redfin bully	587584	107	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gambusia affinis	Mosquitofish	33528	35927	species	Fish	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Gambusia
"Galaxias aff. cobitinis \Waitaki\"""""	Waitaki lowland longjaw galaxias	10000025	519	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Salmo trutta	Brown trout	8032	1162	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Girella tricuspidata	Parore	214659	837	species	Fish	Chordata	Actinopteri	Centrarchiformes	Girellidae	Girella
Mugil cephalus	Grey mullet	48193	190	species	Fish	Chordata	Actinopteri	Mugiliformes	Mugilidae	Mugil
Gobiomorphus hubbsi	Bluegilled bully	86237	656	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias brevipinnis	Koaro	66447	5913	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	13	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Anguilla australis	Shortfin eel	7940	1768	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Salmo trutta	Brown trout	8032	7164	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Galaxias brevipinnis	Koaro	66447	7	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias	Galaxiids	51242	40	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Salmo trutta	Brown trout	8032	2021	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Gobiomorphus breviceps	Upland bully	300741	8571	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus	Bullies	86236	1691	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Salmo trutta	Brown trout	8032	3350	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Gobiomorphus hubbsi	Bluegilled bully	86237	2272	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla dieffenbachii	Longfin eel	61127	217	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Salmo trutta	Brown trout	8032	1380	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Retropinna	Smelt	89572	756	genus	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Gobiomorphus cotidianus	Common bully	226931	670	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Oncorhynchus	Salmon/Trout	8016	2830	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Anguilla dieffenbachii	Longfin eel	61127	4759	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus basalis	Crans bully	432095	1872	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias fasciatus	Banded kokopu	89555	328	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla australis	Shortfin eel	7940	271	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias fasciatus	Banded kokopu	89555	1364	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Cheimarrichthys fosteri	Torrentfish	206139	563	species	Fish	Chordata	Actinopteri	Uranoscopiformes	Cheimarrichthyidae	Cheimarrichthys
Oncorhynchus	Salmon/Trout	8016	28	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Oncorhynchus	Salmon/Trout	8016	3373	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Galaxias maculatus	Inanga	61620	49	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus cotidianus	Common bully	226931	207	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus huttoni	Redfin bully	587584	1755	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus cotidianus	Common bully	226931	2076	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Pseudophycis	Codling	443805	23	genus	Fish	Chordata	Actinopteri	Gadiformes	Moridae	Pseudophycis
Cheimarrichthys fosteri	Torrentfish	206139	409	species	Fish	Chordata	Actinopteri	Uranoscopiformes	Cheimarrichthyidae	Cheimarrichthys
Galaxias fasciatus	Banded kokopu	89555	475	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias maculatus	Inanga	61620	7287	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Salmo trutta	Brown trout	8032	296	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Galaxias	Galaxiids	51242	14	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias	Galaxiids	51242	378	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus basalis	Crans bully	432095	290	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Oncorhynchus	Salmon/Trout	8016	636	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Gobiomorphus	Bullies	86236	212	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Oncorhynchus mykiss	Rainbow trout	8022	89	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Salmo trutta	Brown trout	8032	38	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Galaxias	Galaxiids	51242	1103	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias brevipinnis	Koaro	66447	28402	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus breviceps or mataraerore	Upland or kaharore bully	10000276	2547	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Rhombosolea retiaria	"Black Flounder, freshwater flounder"	2782706	99	species	Fish	Chordata	Actinopteri	Pleuronectiformes	Rhombosoleidae	Rhombosolea
Galaxias fasciatus	Banded kokopu	89555	144	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Maurolicus	Bristle mouth fishes; pearlsides; light fish	68501	387	genus	Fish	Chordata	Actinopteri	Stomiiformes	Sternoptychidae	Maurolicus
Gobiomorphus	Bullies	86236	2349	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Cheilodactylus spectabilis	Red moki	76929	14	species	Fish	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Cheilodactylus
Gobiomorphus	Bullies	86236	2577	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Retropinna retropinna	Common smelt	170203	196	species	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Seriola lalandi	Yellowtail kingfish	302047	1670	species	Fish	Chordata	Actinopteri	Carangiformes	Carangidae	Seriola
Retropinna retropinna	Common smelt	170203	45	species	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Anguilla dieffenbachii	Longfin eel	61127	433	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus	Bullies	86236	30	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla australis	Shortfin eel	7940	1434	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Forsterygion lapillum	Common triplefin	206115	23	species	Fish	Chordata	Actinopteri	Blenniiformes	Tripterygiidae	Forsterygion
Gobiomorphus	Bullies	86236	2948	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla dieffenbachii	Longfin eel	61127	145	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Pseudocaranx georgianus	Silver trevally	2578334	84	species	Fish	Chordata	Actinopteri	Carangiformes	Carangidae	Pseudocaranx
Retropinna retropinna	Common smelt	170203	107	species	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Galaxias divergens	Dwarf galaxias	173241	2553	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla australis	Shortfin eel	7940	407	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Anguilla dieffenbachii	Longfin eel	61127	60	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus cotidianus	Common bully	226931	292	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla australis	Shortfin eel	7940	1679	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias	Galaxiids	51242	194	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Oncorhynchus	Salmon/Trout	8016	39	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Anguilla australis	Shortfin eel	7940	78	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Salmo trutta	Brown trout	8032	1815	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Anguilla australis	Shortfin eel	7940	19	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias	Galaxiids	51242	2455	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias brevipinnis	Koaro	66447	78	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	50	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Anguilla australis	Shortfin eel	7940	53	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus cotidianus	Common bully	226931	936	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias macronasus	Bignose galaxias	188085	23907	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias	Galaxiids	51242	345	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	175	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus	Bullies	86236	6435	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus huttoni	Redfin bully	587584	45055	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus mataraerore	Kaharore bully	2872016	102	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias fasciatus	Banded kokopu	89555	57	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias	Galaxiids	51242	599	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias divergens	Dwarf galaxias	173241	22	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	867	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Cheimarrichthys fosteri	Torrentfish	206139	1358	species	Fish	Chordata	Actinopteri	Uranoscopiformes	Cheimarrichthyidae	Cheimarrichthys
Cyprinus rubrofuscus	Koi carp	1221224	100	species	Fish	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus
Gobiomorphus cotidianus	Common bully	226931	187	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla dieffenbachii	Longfin eel	61127	45	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus	Bullies	86236	2213	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias brevipinnis	Koaro	66447	1378	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla australis	Shortfin eel	7940	285	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus basalis	Crans bully	432095	651	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla australis	Shortfin eel	7940	922	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus hubbsi	Bluegilled bully	86237	17	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla australis	Shortfin eel	7940	82	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus cotidianus/basalis/dinae	Common/Cran/Dinahs bully	10000038	823	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla australis	Shortfin eel	7940	16242	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus gobioides	Giant bully	587583	256	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus cotidianus	Common bully	226931	2366	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus	Bullies	86236	479	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus huttoni	Redfin bully	587584	4009	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla dieffenbachii	Longfin eel	61127	1994	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias fasciatus	Banded kokopu	89555	17	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus huttoni	Redfin bully	587584	23378	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus cotidianus	Common bully	226931	19631	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla dieffenbachii	Longfin eel	61127	309	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus	Bullies	86236	5575	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus mataraerore	Kaharore bully	2872016	59445	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Galaxias	Galaxiids	51242	327	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	481	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias gollumoides	Gollum galaxid	126305	12750	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias vulgaris	Canterbury galaxias	66449	1522	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	353	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Anguilla australis	Shortfin eel	7940	871	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Chelidonichthys kumu	Bluefin Gurnard	334942	17	species	Fish	Chordata	Actinopteri	Perciformes	Triglidae	Chelidonichthys
Carassius auratus	Goldfish	7957	1502	species	Fish	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius
Anguilla dieffenbachii	Longfin eel	61127	662	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias postvectis	Shortjaw kokopu	89561	6	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gambusia affinis	Mosquitofish	33528	5772	species	Fish	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Gambusia
Gobiomorphus	Bullies	86236	2100	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Salmo trutta	Brown trout	8032	3088	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Salmo trutta	Brown trout	8032	2252	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Anguilla dieffenbachii	Longfin eel	61127	1003	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Salmo trutta	Brown trout	8032	631	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo
Galaxias	Galaxiids	51242	428	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias	Galaxiids	51242	674	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus	Bullies	86236	564	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Oncorhynchus	Salmon/Trout	8016	162	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Anguilla dieffenbachii	Longfin eel	61127	219	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias	Galaxiids	51242	884	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Galaxias brevipinnis	Koaro	66447	771	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Pagrus auratus	Snapper	75562	119	species	Fish	Chordata	Actinopteri	Spariformes	Sparidae	Pagrus
Oncorhynchus mykiss	Rainbow trout	8022	3002	species	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
Gobiomorphus hubbsi	Bluegilled bully	86237	691	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Retropinna retropinna	Common smelt	170203	2016	species	Fish	Chordata	Actinopteri	Osmeriformes	Retropinnidae	Retropinna
Galaxias	Galaxiids	51242	5145	genus	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla dieffenbachii	Longfin eel	61127	349	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Gobiomorphus	Bullies	86236	227	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus	Bullies	86236	9	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Gobiomorphus cotidianus/basalis/dinae	Common/Cran/Dinahs bully	10000038	556	genus	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Cheimarrichthys fosteri	Torrentfish	206139	7	species	Fish	Chordata	Actinopteri	Uranoscopiformes	Cheimarrichthyidae	Cheimarrichthys
Galaxias maculatus	Inanga	61620	345	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Anguilla australis	Shortfin eel	7940	1010	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Galaxias fasciatus	Banded kokopu	89555	27	species	Fish	Chordata	Actinopteri	Galaxiiformes	Galaxiidae	Galaxias
Gobiomorphus gobioides	Giant bully	587583	997	species	Fish	Chordata	Actinopteri	Gobiiformes	Eleotridae	Gobiomorphus
Anguilla dieffenbachii	Longfin eel	61127	210	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Anguilla dieffenbachii	Longfin eel	61127	480	species	Fish	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla
Oncorhynchus	Salmon/Trout	8016	62	genus	Fish	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus
