"HID","UID","Name","CommonName","TaxID","Count","Rank","Group","Phylum","Class","Order","Family","Genus"
14282741,402210,"Rattus rattus","Black Rat",10117,28,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
69373151,522817,"Cervus elaphus","Red Deer",9860,588,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
30461511,713425,"Cervus elaphus","Red Deer",9860,25,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
11740485,401686,"Trichosurus vulpecula","Common brushtail possum",9337,81,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
20983715,406304,"Trichosurus vulpecula","Common brushtail possum",9337,9,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
4466846,502032,"Lepus europaeus","Brown hare",9983,7,"species","Mammals","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus"
52274924,727602,"Trichosurus vulpecula","Common brushtail possum",9337,21,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
56142532,701842,"Sus scrofa","Pig",9823,30,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
40598579,538610,"Oryctolagus cuniculus","European Rabbit",9986,53,"species","Mammals","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus"
37787092,726032,"Rattus norvegicus","Norway Rat",10116,149,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
39119857,703936,"Cervus elaphus","Red Deer",9860,14,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
27580350,522997,"Bos taurus","Cattle",9913,272,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
62543968,538786,"Oryctolagus cuniculus","European Rabbit",9986,54,"species","Mammals","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus"
1772533,503621,"Canis lupus familiaris","Dog",9615,169,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
70419345,720325,"Bos taurus","Cattle",9913,13412,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
13479797,521436,"Canis lupus familiaris","Dog",9615,10,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
30367542,413261,"Trichosurus vulpecula","Common brushtail possum",9337,7,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
2514607,504985,"Bos taurus","Cattle",9913,1701,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
50978038,729226,"Rattus rattus","Black Rat",10117,214,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
28335394,711591,"Rattus rattus","Black Rat",10117,1986,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
45708074,541376,"Bos taurus","Cattle",9913,247,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
14401735,400329,"Ovis aries","Sheep",9940,600,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
30475453,718162,"Trichosurus vulpecula","Common brushtail possum",9337,146,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
39793032,541130,"Cervus elaphus","Red Deer",9860,1106,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
19755149,525700,"Sus scrofa","Pig",9823,46,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
14403360,400572,"Ovis aries","Sheep",9940,59,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
38618022,540366,"Rattus rattus","Black Rat",10117,5,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
56570155,522115,"Cervus nippon","Sika deer; Spotted deer; Japanese deer",9863,113,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
30588583,701764,"Mus musculus","House mouse",10090,51,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Mus"
42996822,719611,"Mus musculus","House mouse",10090,39,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Mus"
17854972,525048,"Trichosurus vulpecula","Common brushtail possum",9337,293,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
13105560,515761,"Cervus elaphus","Red Deer",9860,10,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
25065849,712766,"Cervus elaphus","Red Deer",9860,30,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
1903462,504307,"Rattus rattus","Black Rat",10117,10,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
22129562,703862,"Cervus elaphus","Red Deer",9860,690,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
2517172,503701,"Trichosurus vulpecula","Common brushtail possum",9337,6,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
23152305,411381,"Bos taurus","Cattle",9913,3948,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
1458855,501296,"Sus scrofa","Pig",9823,298,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
12662061,400962,"Bos taurus","Cattle",9913,9,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
18136040,523744,"Cervus elaphus","Red Deer",9860,1700,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
61064406,525733,"Bos taurus","Cattle",9913,3025,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
42559745,724525,"Bos taurus","Cattle",9913,180,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
35399461,532966,"Cervus elaphus","Red Deer",9860,141,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
13304498,516023,"Cervus","Deer",9859,106,"genus","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
38087242,720102,"Cervus nippon","Sika deer; Spotted deer; Japanese deer",9863,29,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
27147806,715773,"Oryctolagus cuniculus","European Rabbit",9986,5,"species","Mammals","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus"
38511740,713593,"Bos taurus","Cattle",9913,578,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
22108058,401289,"Rattus rattus","Black Rat",10117,20,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
23153068,704772,"Ovis aries","Sheep",9940,121,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
55997684,722662,"Rattus norvegicus","Norway Rat",10116,80,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
3450942,506570,"Felis catus","Cat",9685,5,"species","Mammals","Chordata","Mammalia","Carnivora","Felidae","Felis"
5676151,513886,"Cervus elaphus","Red Deer",9860,12,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
3104941,505295,"Canis","Dog",9611,10,"genus","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
21030852,706904,"Trichosurus vulpecula","Common brushtail possum",9337,77,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
1457593,500966,"Rattus norvegicus","Norway Rat",10116,52,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
13150725,515846,"Cervus","Deer",9859,128,"genus","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
28201199,714922,"Ovis aries","Sheep",9940,113,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
36483391,722224,"Ovis aries","Sheep",9940,5,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
38510304,713586,"Bos taurus","Cattle",9913,494,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
11946109,401759,"Ovis aries","Sheep",9940,16,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
26218846,708961,"Bos taurus","Cattle",9913,1917,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
12011080,401946,"Canis lupus familiaris","Dog",9615,73,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
13152572,515837,"Cervus nippon","Sika deer; Spotted deer; Japanese deer",9863,13,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
2442530,504396,"Sus scrofa","Pig",9823,17,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
25857223,711062,"Bos taurus","Cattle",9913,2393,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
4156558,519517,"Sus scrofa","Pig",9823,2722,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
1458612,501271,"Sus scrofa","Pig",9823,877,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
40785831,528123,"Bos taurus","Cattle",9913,152,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
25772305,708196,"Canis lupus familiaris","Dog",9615,188,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
1726881,503493,"Sus scrofa","Pig",9823,1914,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
26983435,712011,"Bos taurus","Cattle",9913,3048,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
22059589,703583,"Trichosurus vulpecula","Common brushtail possum",9337,245,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
23522058,411750,"Bos taurus","Cattle",9913,75,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
20559196,100039,"Dama dama","Fallow deer",30532,191,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Dama"
16092127,400244,"Sus scrofa","Pig",9823,158,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
36483333,722224,"Dama dama","Fallow deer",30532,170,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Dama"
1767190,503387,"Trichosurus vulpecula","Common brushtail possum",9337,23,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
25815242,711046,"Sus scrofa","Pig",9823,72,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
22164446,529712,"Trichosurus vulpecula","Common brushtail possum",9337,13,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
52093149,542650,"Bos taurus","Cattle",9913,132,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
30588695,701832,"Cervus elaphus","Red Deer",9860,74,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
52735881,711284,"Dama dama","Fallow deer",30532,31,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Dama"
2051028,503903,"Bos taurus","Cattle",9913,1171,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
58203984,730686,"Ovis aries","Sheep",9940,36,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
55770972,729174,"Rattus norvegicus","Norway Rat",10116,80,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
25646604,708022,"Cervus nippon","Sika deer; Spotted deer; Japanese deer",9863,51,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
6341377,515522,"Felis catus","Cat",9685,26,"species","Mammals","Chordata","Mammalia","Carnivora","Felidae","Felis"
2770439,508081,"Rattus rattus","Black Rat",10117,9,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
20982481,406336,"Sus","Pig",9822,96,"genus","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
1926007,504967,"Bos taurus","Cattle",9913,50,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
48528026,731045,"Canis lupus familiaris","Dog",9615,81,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
39045354,703635,"Bos taurus","Cattle",9913,2775,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
20989745,705662,"Rattus rattus","Black Rat",10117,19,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
28370747,711175,"Bos taurus","Cattle",9913,1295,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
5671469,513891,"Rattus norvegicus","Norway Rat",10116,111,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
29464406,531297,"Cervus elaphus","Red Deer",9860,2328,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
58128963,533314,"Ovis aries","Sheep",9940,12232,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
20925092,702145,"Trichosurus vulpecula","Common brushtail possum",9337,556,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
42704632,724752,"Rattus norvegicus","Norway Rat",10116,76,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
43901378,541668,"Canis","Dog",9611,7,"genus","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
31277078,528207,"Bos taurus","Cattle",9913,7,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
2101206,505103,"Rattus rattus","Black Rat",10117,5,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
34029547,715056,"Bos taurus","Cattle",9913,832,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
14284349,518844,"Capra","Goats",9922,21,"genus","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Capra"
18432411,514594,"Ovis aries","Sheep",9940,185,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
54768060,722986,"Cervus elaphus","Red Deer",9860,546,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
27898217,711456,"Bos taurus","Cattle",9913,905,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
12368047,515932,"Cervus elaphus","Red Deer",9860,39,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
18493921,523182,"Rattus norvegicus","Norway Rat",10116,94,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
43730658,413035,"Mus musculus","House mouse",10090,61,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Mus"
52475090,726832,"Cervus elaphus","Red Deer",9860,978,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
4001226,510898,"Ovis","Sheep; Ovine",9935,13,"genus","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
62533824,501824,"Ovis aries","Sheep",9940,142,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
26120941,713213,"Trichosurus vulpecula","Common brushtail possum",9337,7,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
25956121,707931,"Bos taurus","Cattle",9913,217,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
2701164,504875,"Trichosurus vulpecula","Common brushtail possum",9337,161,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
39028840,703502,"Bos taurus","Cattle",9913,11785,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
26054841,713035,"Capra hircus","Goat",9925,19,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Capra"
13625987,518013,"Lepus europaeus","Brown hare",9983,38,"species","Mammals","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus"
30399698,413163,"Rattus norvegicus","Norway Rat",10116,68,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
14931567,515853,"Ovis aries","Sheep",9940,26,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
33032341,715903,"Bos taurus","Cattle",9913,4538,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
52402200,726773,"Trichosurus vulpecula","Common brushtail possum",9337,95,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
39031077,703541,"Bos taurus","Cattle",9913,12065,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
30365261,413254,"Bos taurus","Cattle",9913,74,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
54449532,722894,"Rattus norvegicus","Norway Rat",10116,174,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
2432469,504370,"Rattus norvegicus","Norway Rat",10116,8,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
23465962,412132,"Canis lupus familiaris","Dog",9615,5,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
61063849,521250,"Sus scrofa","Pig",9823,11,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
6681174,513213,"Canis","Dog",9611,95,"genus","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
11753880,401693,"Bos taurus","Cattle",9913,23,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
12660820,400940,"Ovis aries","Sheep",9940,57,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
35403512,532976,"Canis lupus familiaris","Dog",9615,21,"subspecies","Mammals","Chordata","Mammalia","Carnivora","Canidae","Canis"
26049444,712983,"Cervus elaphus","Red Deer",9860,94,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
28442383,714011,"Rattus norvegicus","Norway Rat",10116,93,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
41787657,542819,"Rattus norvegicus","Norway Rat",10116,23,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
62586754,538782,"Rattus norvegicus","Norway Rat",10116,185,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
20307316,528201,"Rattus rattus","Black Rat",10117,35,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
55870539,542899,"Bos taurus","Cattle",9913,176,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
22131387,703913,"Chalinolobus tuberculatus","New Zealand long-tailed bat",143942,77,"species","Mammals","Chordata","Mammalia","Chiroptera","Vespertilionidae","Chalinolobus"
39043345,703492,"Bos taurus","Cattle",9913,458,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
38322353,700566,"Cervus elaphus","Red Deer",9860,380,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
52715923,711303,"Bos taurus","Cattle",9913,1544,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
2512431,506616,"Bos taurus","Cattle",9913,91,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
21852039,523253,"Bos taurus","Cattle",9913,8,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
51576419,704002,"Bos taurus","Cattle",9913,155,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
28372476,711331,"Sus scrofa","Pig",9823,6,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
34029232,714853,"Rattus rattus","Black Rat",10117,91,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
55148196,723353,"Rattus norvegicus","Norway Rat",10116,165,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
1733832,503454,"Rattus rattus","Black Rat",10117,209,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
42636042,724615,"Ovis aries","Sheep",9940,5,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
10130997,400190,"Ovis aries","Sheep",9940,27,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
28335913,711625,"Trichosurus vulpecula","Common brushtail possum",9337,42,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
52468925,701816,"Cervus elaphus","Red Deer",9860,652,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
4074797,507691,"Equus","Horse",9789,93,"genus","Mammals","Chordata","Mammalia","Perissodactyla","Equidae","Equus"
41070549,539422,"Rattus rattus","Black Rat",10117,5,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
1384958,500538,"Trichosurus vulpecula","Common brushtail possum",9337,19,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
27582723,713732,"Bos taurus","Cattle",9913,5844,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
30812305,712776,"Sus scrofa","Pig",9823,541,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
16197071,401995,"Rattus norvegicus","Norway Rat",10116,11,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
15717825,500615,"Bos taurus","Cattle",9913,48,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
21109331,508292,"Erinaceus europaeus","European hedgehog",9365,10,"species","Mammals","Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus"
13233034,515970,"Cervus elaphus","Red Deer",9860,400,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
2132693,504475,"Sus scrofa","Pig",9823,8,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
6214161,520041,"Trichosurus vulpecula","Common brushtail possum",9337,123,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
14108418,521071,"Mus musculus","House mouse",10090,5,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Mus"
40723175,728576,"Ovis aries","Sheep",9940,2552,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
29584615,531817,"Cervus elaphus","Red Deer",9860,72,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
28770580,703023,"Bos taurus","Cattle",9913,597,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
18328616,523193,"Trichosurus vulpecula","Common brushtail possum",9337,51,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
42996203,719616,"Trichosurus vulpecula","Common brushtail possum",9337,23,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
54860447,723064,"Sus scrofa","Pig",9823,78,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
3453091,507219,"Rattus norvegicus","Norway Rat",10116,43,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
30401473,534409,"Sus","Pig",9822,55,"genus","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
52554235,538512,"Dama dama","Fallow deer",30532,94,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Dama"
2972226,506231,"Cervus elaphus","Red Deer",9860,614,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
20666473,703706,"Trichosurus vulpecula","Common brushtail possum",9337,796,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
54935220,723193,"Rattus norvegicus","Norway Rat",10116,2139,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
43642591,724466,"Ovis aries","Sheep",9940,955,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
23289627,529062,"Rattus rattus","Black Rat",10117,261,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
48002437,727586,"Bos taurus","Cattle",9913,58,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
22917527,712585,"Rattus norvegicus","Norway Rat",10116,33,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
2175571,505567,"Ovis aries","Sheep",9940,6,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
42458986,724391,"Bos taurus","Cattle",9913,413,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
3279026,507210,"Ovis aries","Sheep",9940,76,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
52207806,539257,"Bos taurus","Cattle",9913,89,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
35178906,538762,"Felis catus","Cat",9685,15,"species","Mammals","Chordata","Mammalia","Carnivora","Felidae","Felis"
29771352,714786,"Bos taurus","Cattle",9913,54,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
34072616,533589,"Bos taurus","Cattle",9913,153,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
24436846,519148,"Rattus rattus","Black Rat",10117,18,"species","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
62589095,411723,"Trichosurus vulpecula","Common brushtail possum",9337,108,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
1404733,500481,"Sus scrofa","Pig",9823,292,"species","Mammals","Chordata","Mammalia","Artiodactyla","Suidae","Sus"
23155884,704806,"Trichosurus vulpecula","Common brushtail possum",9337,48,"species","Mammals","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus"
26149722,712751,"Ovis aries","Sheep",9940,75,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
27029206,712016,"Lepus europaeus","Brown hare",9983,104,"species","Mammals","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus"
12539991,520279,"Cervus elaphus","Red Deer",9860,83,"species","Mammals","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus"
7460904,516537,"Rattus","Rat",10114,33,"genus","Mammals","Chordata","Mammalia","Rodentia","Muridae","Rattus"
26122095,713683,"Bos taurus","Cattle",9913,115,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Bos"
3945068,503839,"Mustela erminea","Stoat",36723,333,"species","Mammals","Chordata","Mammalia","Carnivora","Mustelidae","Mustela"
39120000,703946,"Ovis aries","Sheep",9940,88,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis"
38389584,713354,"Capra hircus","Goat",9925,50,"species","Mammals","Chordata","Mammalia","Artiodactyla","Bovidae","Capra"
29867288,714965,"Potamopyrgus antipodarum","Mud Snail",145637,62,"species","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
20068650,527677,"Cornu aspersum","Garden snail",6535,10,"species","Molluscs","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu"
14401739,400329,"Potamopyrgus","Mud snails",145636,150,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
16453154,524946,"Potamopyrgus","Mud snails",145636,69,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
25126823,531427,"Potamopyrgus antipodarum","Mud Snail",145637,14,"species","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
1781906,504055,"Physella acuta","Left handed sinistral snail",109671,620,"species","Molluscs","Mollusca","Gastropoda",NA,"Physidae","Physella"
39112861,703946,"Deroceras reticulatum","Grey field slug; Grey garden slug",145610,9,"species","Molluscs","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras"
35178206,720263,"Potamopyrgus","Mud snails",145636,5,"genus","Molluscs","Mollusca","Gastropoda","Littorinimorpha","Tateidae","Potamopyrgus"
