"HID","UID","Name","CommonName","TaxID","Count","Rank","Group","Phylum","Class","Order","Family","Genus"
33454503,531215,"Agolohymena","",863765,31,"genus","Ciliates","Ciliophora","Oligohymenophorea","Hymenostomatida","Deltopylidae","Agolohymena"
2783503,504836,"Agolohymena","",863765,856,"genus","Ciliates","Ciliophora","Oligohymenophorea","Hymenostomatida","Deltopylidae","Agolohymena"
28267383,519178,"Pseudochilodonopsis","",1170555,35,"genus","Ciliates","Ciliophora","Phyllopharyngea","Chlamydodontida","Chilodonellidae","Pseudochilodonopsis"
52410217,726783,"Stentor","",5962,141,"genus","Ciliates","Ciliophora","Heterotrichea","Heterotrichida","Stentoridae","Stentor"
2179308,505952,"Euplotes","",5935,24,"genus","Ciliates","Ciliophora","Spirotrichea","Euplotida","Euplotidae","Euplotes"
50625060,730625,"Carchesium","",168243,121,"genus","Ciliates","Ciliophora","Oligohymenophorea","Sessilida","Vorticellidae","Carchesium"
54457056,722932,"Pseudochilodonopsis","",1170555,64,"genus","Ciliates","Ciliophora","Phyllopharyngea","Chlamydodontida","Chilodonellidae","Pseudochilodonopsis"
25914615,711006,"Urocentrum","",122941,85,"genus","Ciliates","Ciliophora","Oligohymenophorea","Peniculida","Urocentridae","Urocentrum"
22936186,712596,"Dexiostoma","",63335,9,"genus","Ciliates","Ciliophora","Oligohymenophorea","Hymenostomatida","Turaniellidae","Dexiostoma"
42711068,724753,"Chilodonella","",151076,22,"genus","Ciliates","Ciliophora","Phyllopharyngea","Chlamydodontida","Chilodonellidae","Chilodonella"
2797568,505305,"Rimostrombidium","",415604,318,"genus","Ciliates","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","Rimostrombidium"
43659148,724676,"Vorticella","",60849,329,"genus","Ciliates","Ciliophora","Oligohymenophorea","Sessilida","Vorticellidae","Vorticella"
22650256,529720,"Oxytricha","",5943,74,"genus","Ciliates","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Oxytricha"
56397384,727866,"Euplotes","",5935,6,"genus","Ciliates","Ciliophora","Spirotrichea","Euplotida","Euplotidae","Euplotes"
15159794,517844,"Phialina","Ciliate",497728,35,"genus","Ciliates","Ciliophora","Litostomatea","Haptorida","Lacrymariidae","Phialina"
42566240,724543,"Stentor roeselii","Ciliate",1703786,202,"species","Ciliates","Ciliophora","Heterotrichea","Heterotrichida","Stentoridae","Stentor"
55409122,539663,"Cinetochilum","",693930,29,"genus","Ciliates","Ciliophora","Oligohymenophorea","Philasterida","Cinetochilidae","Cinetochilum"
62959239,413121,"Trachelius","",993382,111,"genus","Ciliates","Ciliophora","Litostomatea","Haptorida","Tracheliidae","Trachelius"
26562897,709194,"Carchesium","",168243,79,"genus","Ciliates","Ciliophora","Oligohymenophorea","Sessilida","Vorticellidae","Carchesium"
51659140,538330,"Chaenea","",5991,9,"genus","Ciliates","Ciliophora","Litostomatea","Haptorida","Trachelophyllidae","Chaenea"
58480385,724583,"Stylonychia","",5948,210,"genus","Ciliates","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Stylonychia"
15974174,519358,"Sterkiella","",94288,17,"genus","Ciliates","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Sterkiella"
37936184,718335,"Tetrahymena","",5890,73,"genus","Ciliates","Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena"
13183128,515834,"Stentor","",5962,102,"genus","Ciliates","Ciliophora","Heterotrichea","Heterotrichida","Stentoridae","Stentor"
3487148,504529,"Vorticella","",60849,28,"genus","Ciliates","Ciliophora","Oligohymenophorea","Sessilida","Vorticellidae","Vorticella"
37180263,539898,"Trachelius","",993382,297,"genus","Ciliates","Ciliophora","Litostomatea","Haptorida","Tracheliidae","Trachelius"
22498535,529540,"Zoothamnium","",168256,5,"genus","Ciliates","Ciliophora","Oligohymenophorea","Sessilida","Zoothamniidae","Zoothamnium"
62478777,538786,"Frontonia","",60002,1930,"genus","Ciliates","Ciliophora","Oligohymenophorea","Peniculida","Frontoniidae","Frontonia"
41153713,541453,"Anteholosticha","",584654,35,"genus","Ciliates","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha"
25962982,708004,"Stentor","",5962,90,"genus","Ciliates","Ciliophora","Heterotrichea","Heterotrichida","Stentoridae","Stentor"
42565017,724534,"Mesodinium","Ciliate",283646,133,"genus","Ciliates","Ciliophora","Litostomatea","Cyclotrichida","Mesodiniidae","Mesodinium"
58492442,729644,"Navicula","Diatom",50949,161,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
52283004,727595,"Encyonema","Diatom",216746,9,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Encyonema"
38018937,719951,"Navicula","Diatom",50949,29,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
31858107,535754,"Gomphonema","Diatom",97226,50,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
25963592,708053,"Gomphonema","Diatom",97226,130,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
39341481,716194,"Melosira","Diatom",35124,16,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
44833582,728741,"Skeletonema menzelii","Diatom",216823,88,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema"
35337873,532958,"Nitzschia","Pennate diatom",2857,5,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
14250197,518811,"Sellaphora","Diatom",216740,29,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
36868531,532674,"Gomphonema bourbonense","",1115529,13,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
29614682,413188,"Eunotia","Diatom",196637,11,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia"
40602558,533285,"Navicula","Diatom",50949,375,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
24411769,519254,"Gomphonema","Diatom",97226,56,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
3346932,504705,"Melosira","Diatom",35124,9,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
26145725,714116,"Pinnularia","Freshwater diatom",216736,8,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia"
17876751,526152,"Sellaphora cf. minima","Diatom",433381,78,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
30343366,709804,"Nitzschia","Pennate diatom",2857,8,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
23275377,411385,"Nitzschia","Pennate diatom",2857,5,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
70430000,720464,"Cyclotella cryptica","Brackish-water diatom",29204,6484,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
30338366,709794,"Frustulia vulgaris","Diatom",431358,5,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Amphipleuraceae","Frustulia"
12907725,401608,"Melosira","Diatom",35124,37,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
42181046,719672,"Encyonema","Diatom",216746,279,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Encyonema"
36346656,722292,"Gomphonema","Diatom",97226,503,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
8706539,516030,"Fistulifera","Diatom",880756,26,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera"
42026337,511189,"Stephanocyclus","Diatom",2818153,99,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Stephanocyclus"
1969607,504527,"Nitzschia","Pennate diatom",2857,8,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
7729325,516533,"Nitzschia","Pennate diatom",2857,14,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
13032967,401657,"Nitzschia acidoclinata","Diatom",1302829,9,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
69841237,720632,"Gomphonema","Diatom",97226,1766,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
36342646,722255,"Gomphonema","Diatom",97226,387,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
28445331,410922,"Nitzschia","Pennate diatom",2857,18,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
63868953,732523,"Encyonema sp. WJS-2015a","Diatom",1752053,29,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Encyonema"
45186995,728835,"Ceratanaulus","Diatom",2731299,31,"genus","Diatoms","Bacillariophyta","Mediophyceae","Anaulales","Anaulaceae","Ceratanaulus"
7743716,516566,"Nitzschia palea","Diatom",303400,7,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
51579082,703526,"Cocconeis","Diatom",216715,99,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
5998214,508950,"Sellaphora","Diatom",216740,5,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
35232646,722173,"Surirella sp.","",1526603,6,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella"
36943472,537041,"Cyclotella cryptica","Brackish-water diatom",29204,29,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
2275849,503851,"Melosira","Diatom",35124,20,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
36215435,537204,"Gomphonema","Diatom",97226,125,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
24456791,519153,"Sellaphora cf. minima","Diatom",433381,5,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
51066401,527334,"Cymbella","Diatom",216744,62,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella"
7974335,515070,"Navicula","Diatom",50949,24,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
36540376,536723,"Cyclotella cryptica","Brackish-water diatom",29204,27,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
4027785,507662,"Aulacoseira","Diatom",49233,45,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae",NA,"Aulacoseiraceae","Aulacoseira"
40584208,527340,"Cyclotella cryptica","Brackish-water diatom",29204,40,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
14187308,519321,"Navicula","Diatom",50949,3365,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
69411797,413027,"Cymbopleura","Diatom",487667,10,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbopleura"
21104901,704371,"Cocconeis","Diatom",216715,21,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
37873644,718324,"Chaetoceros","Diatom",49237,168,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros"
2796633,505300,"Navicula","Diatom",50949,1529,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
36052004,533188,"Eolimna","Diatom",137465,12,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Eolimna"
42630384,724684,"Pinnularia","Freshwater diatom",216736,23,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia"
38962662,539840,"Surirella","Diatom",216753,33,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella"
27826433,714705,"Nitzschia","Pennate diatom",2857,14,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
30779194,712825,"Gomphonema","Diatom",97226,22,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
54861486,723043,"Gomphonema","Diatom",97226,364,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
48521800,731086,"Nitzschia","Pennate diatom",2857,26,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
3304016,507843,"Cocconeis","Diatom",216715,78,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
35933684,533077,"Cyclotella","Brackish-water diatom",29203,6,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
5951989,508927,"Gomphonema","Diatom",97226,43,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
23714446,412673,"Sellaphora","Diatom",216740,10,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
58179514,730594,"Pinnularia","Freshwater diatom",216736,20,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia"
28566590,410711,"Cocconeis","Diatom",216715,20,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
8148029,514968,"Cyclotella cryptica","Brackish-water diatom",29204,172,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
62150641,527460,"Gomphonema","Diatom",97226,5,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
38371098,713354,"Nitzschia","Pennate diatom",2857,51,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
54847673,723051,"Frustulia vulgaris","Diatom",431358,23,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Amphipleuraceae","Frustulia"
55383641,539644,"Nitzschia acidoclinata","Diatom",1302829,5,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
58460675,729645,"Nitzschia palea","Diatom",303400,9,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
12911046,401620,"Gomphonema","Diatom",97226,207,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
19686862,525664,"Pinnularia","Freshwater diatom",216736,14,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia"
26212732,708983,"Fistulifera","Diatom",880756,40,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera"
26111419,713026,"Cyclotella cryptica","Brackish-water diatom",29204,10,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
44841828,728762,"Lithodesmium intricatum","Diatom",1003076,18,"species","Diatoms","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Lithodesmium"
38399633,713361,"Surirella","Diatom",216753,22,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella"
38329912,713286,"Fistulifera","Diatom",880756,138,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera"
39271391,716176,"Navicula","Diatom",50949,101,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
12305755,515242,"Cocconeis","Diatom",216715,270,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
18720877,405903,"Sellaphora","Diatom",216740,9,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
34545592,719444,"Cyclotella cryptica","Brackish-water diatom",29204,351,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
14986151,516067,"Melosira","Diatom",35124,2771,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
18069300,525534,"Sellaphora","Diatom",216740,97,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
27997947,709562,"Fistulifera","Diatom",880756,17,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera"
40466370,719803,"Melosira","Diatom",35124,1157,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
12938544,401608,"Navicula","Diatom",50949,20,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
23894593,411961,"Nitzschia acidoclinata","Diatom",1302829,18,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
4637317,513207,"Nitzschia","Pennate diatom",2857,52,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
52489138,726815,"Cocconeis","Diatom",216715,54,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
8523563,516590,"Nitzschia","Pennate diatom",2857,5,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
3859431,505294,"Nitzschia","Pennate diatom",2857,6,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
42581984,724554,"Encyonema","Diatom",216746,28,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Encyonema"
29017837,708952,"Eunotia","Diatom",196637,10,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia"
52743183,711381,"Cymbella","Diatom",216744,128,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella"
30742912,712876,"Navicula","Diatom",50949,13,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
39040746,703686,"Cyclotella cryptica","Brackish-water diatom",29204,48,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
36752698,701725,"Navicula","Diatom",50949,9,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
50980137,531280,"Gomphonema","Diatom",97226,1937,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
42710087,724744,"Cocconeis","Diatom",216715,66,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
22651681,704833,"Cyclotella","Brackish-water diatom",29203,18,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
13190285,515888,"Stephanocyclus","Diatom",2818153,3923,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Stephanocyclus"
12893749,401619,"Pinnularia","Freshwater diatom",216736,5,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia"
2936775,505320,"Navicula","Diatom",50949,603,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
25103289,712814,"Sellaphora","Diatom",216740,24,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
12980474,511207,"Gomphonema","Diatom",97226,255,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
16405090,402122,"Cyclotella cryptica","Brackish-water diatom",29204,24,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
13161210,515830,"Nitzschia palea","Diatom",303400,20,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
26258858,709002,"Didymosphenia geminata","Didymo",1115533,7,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Didymosphenia"
33057088,535991,"Fistulifera","Diatom",880756,11,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera"
2451450,504997,"Navicula","Diatom",50949,490,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
48000622,727583,"Cyclotella cryptica","Brackish-water diatom",29204,75,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
51568435,704001,"Cyclotella cryptica","Brackish-water diatom",29204,47,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
28343658,711596,"Surirella","Diatom",216753,35,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella"
47864773,534007,"Melosira","Diatom",35124,6,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
11902033,516521,"Surirella","Diatom",216753,17,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella"
25663945,708021,"Cocconeis","Diatom",216715,115,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis"
30395537,534325,"Encyonema sp. WJS-2015a","Diatom",1752053,13,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Encyonema"
36475621,722201,"Nitzschia","Pennate diatom",2857,8,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
24236973,519133,"Placoneis","Diatom",286102,33,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Placoneis"
25845996,710975,"Mayamaea permitis","Diatom",1302819,6,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Mayamaea"
30444137,713616,"Gomphonema","Diatom",97226,489,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
61474640,541844,"Melosira","Diatom",35124,5,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
61614581,547476,"Fragilaria","",33644,16,"genus","Diatoms","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Fragilaria"
26473496,709203,"Nitzschia","Pennate diatom",2857,12,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
24429411,519292,"Mayamaea permitis","Diatom",1302819,76,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Mayamaea"
56484887,545340,"Eolimna","Diatom",137465,1687,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Eolimna"
26297171,709252,"Melosira","Diatom",35124,43,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Melosirales","Melosiraceae","Melosira"
34200691,538488,"Sellaphora","Diatom",216740,12,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
25867132,710886,"Gomphonema","Diatom",97226,150,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema"
24890778,100074,"Navicula","Diatom",50949,179,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
42318403,719723,"Cyclotella cryptica","Brackish-water diatom",29204,14,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
25897949,711033,"Thalassiosira","Diatom",35127,21,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira"
39125459,703943,"Navicula","Diatom",50949,1420,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula"
26093281,713165,"Cymbella","Diatom",216744,127,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella"
8612869,515047,"Fragilaria","",33644,158,"genus","Diatoms","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Fragilaria"
25804776,710991,"Cyclostephanos","Diatom",382378,47,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclostephanos"
31782737,715042,"Cyclotella cryptica","Brackish-water diatom",29204,75,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
39247672,716126,"Cyclotella cryptica","Brackish-water diatom",29204,15,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
25780439,707995,"Nitzschia","Pennate diatom",2857,388,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia"
12554828,520252,"Mayamaea permitis","Diatom",1302819,15,"species","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Mayamaea"
15706814,521483,"Chaetoceros socialis","Diatom",163503,17,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros"
52198163,545160,"Odontella regia","",1335017,5,"species","Diatoms","Bacillariophyta","Mediophyceae","Eupodiscales","Odontellaceae","Odontella"
25846914,711022,"Sellaphora","Diatom",216740,10,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
58160250,719706,"Cyclostephanos","Diatom",382378,38,"genus","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclostephanos"
24424132,519261,"Sellaphora","Diatom",216740,186,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora"
5191697,400256,"Eolimna","Diatom",137465,26,"genus","Diatoms","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Eolimna"
43893389,543206,"Cyclotella cryptica","Brackish-water diatom",29204,192,"species","Diatoms","Bacillariophyta","Coscinodiscophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella"
